sample_id,field_ID,water_factor,skeleton,fine_earth_kgdm3,fine_earth_g,bulkdensity_gcm3,soil_moisture,class,road_class,urbimpact,profile_info,P_HNO3total_40_gkg,P_HNO3total_105_gkg,P_total_HNO3_gm2,P_HNO3total_105_mgkg,p_total_multiacid_40_mgkg,p_total_multiacid_105_mgkg,p_total_multiacid_105_gkg,p_total_multiacid_gm2,P_total_HNO3_gm2_pred,P_total_HNO3_gm2_filled,exch_Ca_stocks_gm2,exch_ca_105_cmolkg,ECEC_105,pH,SOCf_gkg,SOC_kgm2,C_N,farms,p_available_40_gkg,p_SOM_40_gkg,p_Ca_40_gkg,p_OCC_40_gkg,pavail_status,psom_status,pca_status,pocc_status,pavail_ge_loq,psom_ge_loq,pca_ge_loq,pocc_ge_loq,p_available_40_gkg_q,p_SOM_40_gkg_q,p_Ca_40_gkg_q,p_OCC_40_gkg_q,n_fractions_ge_loq,all4_ge_loq,frac_ge_loq_list,p_available_105_gkg,p_available_105_mgkg,p_available_gm2,p_available_gm2_lod0,p_SOM_105_gkg,p_SOM_105_mgkg,p_SOM_gm2,p_SOM_gm2_lod0,p_Ca_105_gkg,p_Ca_105_mgkg,p_Ca_gm2,p_Ca_gm2_lod0,p_OCC_105_gkg,p_OCC105_mgkg,p_OCC_gm2,p_OCC_gm2_lod0,p_avail_pct_HNO3,p_SOM_pct_HNO3,p_Ca_pct_HNO3,p_OCC_pct_HNO3,p_sum_pct_HNO3,flag_over100,p_EXT_total_gkg,p_EXT_total_gm2,p_EXT_total_gm2_lod0,p_avail_PERCENT_sumtotalP,p_avail_PERCENT_sumtotalP_lod0,p_SOM_PERCENT_sumtotalP,p_SOM_PERCENT_sumtotalP_lod0,p_Ca_PERCENT_sumtotalP,p_Ca_PERCENT_sumtotalP_lod0,p_OCC_PERCENT_sumtotalP,p_OCC_PERCENT_sumtotalP_lod0
519,oforikrom 3a,1.034,3.85,1.36,346.1442521,1.41,3.387532174,Long-duration,High-intensity,Strong,,0.273278209,0.282535596,38.42484099,282.5355955,NA,NA,NA,NA,NA,38.42484099,139.8071245,4.885709952,6.71,5.65,15.68,2.13,15.52,oforikrom3,0.013543193,0.008090426,0.000732952,0.139901735,>=LOQ,<LOD,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.013543193,NA,NA,0.139901735,2,FALSE,PPa+POCC,0.014003662,14.00366156,1.904497972,1.904497972,0.0083655,8.365500484,1.137708066,0,0.000757872,0.757872368,0.103070642,0,0.144658394,144.658394,19.67354158,19.67354158,4.956423822,2.960866035,0.268239606,51.20005985,59.38558931,FALSE,0.167785428,22.81881826,21.57803956,8.346172665,8.82609362,4.985832538,0,0.45169141,0,86.21630339,91.17390638
520,oforikrom 3b,1.026,7.37,1.14,291.3822578,1.23,2.552572098,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.8012686,9.622949487,11.49,6.15,27.07,3.09,15.15,oforikrom3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
521,oforikrom 3c,1.018,24.59,0.97,248.4486676,1.29,1.787625776,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.4299424,9.904526214,12.14,6.38,22.89,2.23,16.65,oforikrom3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
522,oforikrom 4a,1.01,18.03,1.12,286.6509357,1.37,0.983448498,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.0559666,8.442161316,9.42,7.18,17.27,1.94,19.53,oforikrom4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
523,oforikrom 4b,1.035,19.86,1,254.4966706,1.24,3.498407041,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.8456422,15.39258122,16.99,7.24,32.25,3.22,16.85,oforikrom4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
524,oforikrom 4c,1.013,27.9,0.94,240.6462437,1.3,1.289758898,Long-duration,High-intensity,Strong,,0.793158348,0.803388178,75.51848873,803.388178,NA,NA,NA,NA,NA,75.51848873,261.5941729,13.14935591,14.84,7.18,21.05,1.99,16.59,oforikrom4,0.158690349,0.025997808,0.246692914,0.193592235,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.158690349,NA,0.246692914,0.193592235,3,FALSE,PPa+PCa+POCC,0.160753324,160.7533235,15.11081241,15.11081241,0.02633578,26.3357795,2.475563273,2.475563273,0.249899922,249.8999219,23.49059266,23.49059266,0.196108934,196.1089341,18.4342398,18.4342398,20.00942109,3.278089002,31.10575046,24.41023398,78.80349454,FALSE,0.633097959,59.51120814,59.51120814,25.39154032,25.39154032,4.159826948,4.159826948,39.47255213,39.47255213,30.9760806,30.9760806
525,oforikrom 5a,1.023,14.32,1.16,296.4795157,1.35,2.297117987,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.0164365,8.854283779,10.94,7.18,16.58,1.93,17,oforikrom5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
526,oforikrom 5b,1.029,6.46,1.44,367.8674402,1.54,2.854984894,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.5603069,4.424672389,6.57,6.36,10.43,1.5,13.07,oforikrom5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
527,oforikrom 5c,1.031,21.24,1.1,281.8550613,1.39,3.06360958,Long-duration,High-intensity,Strong,,0.443978973,0.457580755,50.33388305,457.580755,NA,NA,NA,NA,NA,50.33388305,219.823918,9.434189772,12.31,7.09,25.75,2.84,13.72,oforikrom5,0.024614931,0.0131391,0.100074951,0.171622234,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.024614931,NA,0.100074951,0.171622234,3,FALSE,PPa+PCa+POCC,0.025377994,25.37799386,2.791579325,2.791579325,0.013546412,13.5464121,1.490105331,1.490105331,0.103177274,103.1772745,11.34950019,11.34950019,0.176942523,176.9425233,19.46367756,19.46367756,5.546123517,2.960441835,22.54842962,38.66913574,69.7241307,FALSE,0.319044204,35.09486241,35.09486241,7.954381734,7.954381734,4.245935812,4.245935812,32.33949192,32.33949192,55.46019053,55.46019053
528,oforikrom 6a,1.034,3.5,1.46,371.7702502,1.51,3.364914154,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.134792,8.821980994,10.08,7.49,13.54,1.97,15.15,oforikrom6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
529,oforikrom 6b,1.013,20.43,1.24,316.0812753,1.55,1.331532421,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,283,286.679,0.286679,35.548196,33.94521599,33.94521599,205.5843954,7.86768348,9.02,6.91,13.44,1.66,15,oforikrom6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
530,oforikrom 6c,1.011,8.43,1.34,341.4447125,1.46,1.052963293,Long-duration,High-intensity,Strong,,0.456230248,0.461034185,61.77858079,461.034185,NA,NA,NA,NA,NA,61.77858079,279.2367385,9.892536621,10.98,7.26,15.9,2.13,14.42,oforikrom6,0.024499777,0.021160612,0.26919703,0.1337485,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.024499777,NA,0.26919703,0.1337485,3,FALSE,PPa+PCa+POCC,0.024769275,24.76927455,3.319082789,3.319082789,0.021393379,21.39337873,2.86671275,2.86671275,0.272158197,272.1581973,36.46919844,36.46919844,0.135219734,135.2197335,18.11944429,18.11944429,5.372546191,4.640302049,59.03210785,29.32965448,98.37461057,FALSE,0.453540584,60.77443827,60.77443827,5.461313808,5.461313808,4.7169712,4.7169712,60.00746281,60.00746281,29.81425218,29.81425218
531,onwe 1a,1.018,10.9,1.22,312.2224988,1.37,1.786386692,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.4250068,8.423659408,11.48,6.93,20.63,2.52,9.56,onwe1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
532,onwe 1b,1.014,27.59,1.02,260.5357014,1.4,1.35655058,Short-duration,Low-intensity,Weak,,0.337476571,0.342054611,34.88957032,342.054611,NA,NA,NA,NA,NA,34.88957032,147.7439467,6.859586774,9.34,6.25,20.49,2.09,9.5,onwe1,0.006364333,0.015362026,0.018251982,0.137435623,LOD–LOQ,LOD–LOQ,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.018251982,0.137435623,2,FALSE,PCa+POCC,0.006453434,6.453433662,0.658250234,0.658250234,0.015577094,15.57709436,1.588863625,1.588863625,0.01850751,18.50750975,1.887765994,1.887765994,0.139359722,139.3597217,14.21469162,14.21469162,1.886667642,4.553978769,5.410688572,40.74195092,52.5932859,FALSE,0.179897759,18.34957147,18.34957147,3.587278508,3.587278508,8.65885957,8.65885957,10.28779336,10.28779336,77.46606857,77.46606857
533,onwe 1c,1.013,21.55,1.09,279.3564734,1.39,1.314996057,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.5595366,6.129653066,8.76,6.18,19.66,2.15,9.64,onwe1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
534,onwe 2a,1.058,6.39,1.2,305.328917,1.27,5.790831469,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.3146569,6.509743383,8.74,6.06,22.21,2.66,9.78,onwe2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
535,onwe 2b,1.014,3.36,1.46,373.5154338,1.51,1.449623142,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.4191536,4.256039165,6.01,5.6,15.63,2.29,9.99,onwe2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
536,onwe 2c,1.049,36.27,1.03,262.7976585,1.59,4.852532383,Short-duration,Low-intensity,Weak,,0.319957953,0.335484016,34.5548536,335.4840155,NA,NA,NA,NA,NA,34.5548536,181.2335843,8.342048108,10.49,6.35,23.45,2.41,9.79,onwe2,0.006325917,0.018825262,0.030715917,0.129002903,LOD–LOQ,LOD–LOQ,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.030715917,0.129002903,2,FALSE,PCa+POCC,0.006635887,6.635886933,0.683496354,0.683496354,0.0197477,19.74769984,2.034013083,2.034013083,0.032220997,32.22099693,3.318762684,3.318762684,0.135324045,135.3240452,13.93837666,13.93837666,1.978003907,5.88633107,9.604331487,40.33695765,57.80562411,FALSE,0.193928629,19.97464878,19.97464878,3.421819135,3.421819135,10.18297295,10.18297295,16.61487378,16.61487378,69.78033413,69.78033413
537,onwe 3a,1.088,10.69,1.13,289.1864788,1.26,8.819057273,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.7164236,14.20999947,18.65,7.21,32.47,3.68,8.81,onwe3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
538,onwe 3b,1.029,0.91,1.23,313.6828921,1.24,2.928788324,Short-duration,Low-intensity,Weak,,0.3612997,0.371881404,45.74141269,371.881404,NA,NA,NA,NA,NA,45.74141269,194.6305379,7.505431252,10.21,6.16,18.69,2.3,8.83,onwe3,0.006891571,0.024898392,0.023130015,0.147278675,LOD–LOQ,LOD–LOQ,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.023130015,0.147278675,2,FALSE,PCa+POCC,0.007091427,7.091426559,0.872245467,0.872245467,0.025620445,25.62044537,3.15131478,3.15131478,0.023800785,23.80078544,2.927496609,2.927496609,0.151549757,151.5497566,18.64062006,18.64062006,1.906905396,6.889412886,6.400100994,40.75217393,55.94859321,FALSE,0.208062414,25.59167691,25.59167691,3.408316968,3.408316968,12.31382684,12.31382684,11.43925276,11.43925276,72.83860343,72.83860343
539,onwe 3c,1.023,4.73,1.21,308.9125555,1.27,2.300794952,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.7226312,9.347888725,12.1,6.67,23.11,2.8,9.31,onwe3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
540,paakoso 1a,1.015,1.51,1.28,326.7556655,1.3,1.482555623,Short-duration,Low-intensity,Weak,,0.274847691,0.278922461,35.70207501,278.922461,NA,NA,NA,NA,NA,35.70207501,132.9372878,4.921292625,6.47,6.03,18.03,2.31,12.7,paakoso1,0.006463373,0.010442199,0.020269826,0.118528264,LOD–LOQ,LOD–LOQ,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.020269826,0.118528264,2,FALSE,PCa+POCC,0.006560324,6.560323595,0.83972142,0.83972142,0.010598832,10.59883199,1.356650494,1.356650494,0.020573873,20.57387339,2.633455794,2.633455794,0.120306188,120.306188,15.39919206,15.39919206,2.352024133,3.799920575,7.376198143,43.13248475,56.6606276,FALSE,0.158039217,20.22901977,20.22901977,4.15107321,4.15107321,6.70645691,6.70645691,13.01820763,13.01820763,76.12426225,76.12426225
541,paakoso 1b,1.006,2.68,1.32,337.923001,1.36,0.558410944,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.16394979,1.79568218,2.63,5.61,9.14,1.21,11.15,paakoso1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
542,paakoso 1c,1.016,2.33,1.48,377.6093434,1.51,1.612951762,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2732161,1.450287543,2.02,5.56,8.35,1.24,11.31,paakoso1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
543,paakoso 2a,1.005,1.06,1.5,381.6012429,1.51,0.505437846,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.16032405,1.938721823,2.97,5.65,8.17,1.22,13.04,paakoso2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
544,paakoso 2b,1.01,2.92,1.51,386.2161914,1.56,0.961588012,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2895865,2.013565017,3.17,5.3,11,1.66,11.41,paakoso2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
545,paakoso 2c,1.009,2.37,1.46,372.2649096,1.49,0.906636736,Short-duration,Low-intensity,Weak,,0.187363614,0.189062321,27.60309887,189.062321,NA,NA,NA,NA,NA,27.60309887,115.3883018,3.74942942,5,5.99,11.15,1.63,13.15,paakoso2,0.017636548,0.017137728,0.001541012,0.064175042,>=LOQ,LOD–LOQ,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.017636548,NA,NA,0.064175042,2,FALSE,PPa+POCC,0.017795277,17.79527693,2.598110432,2.598110432,0.017291968,17.29196755,2.524627263,2.524627263,0.001554881,1.554881108,0.227012642,0,0.064752617,64.75261738,9.453882137,9.453882137,9.412386793,9.146173315,0.822417232,34.24935071,53.63032805,FALSE,0.101394743,14.80363247,14.57661983,17.55049267,17.82381966,17.0541066,17.319703,1.533492825,0,63.86190791,64.85647733
546,paakoso 3a,1.011,5.08,1.28,327.2404424,1.35,1.057191324,Short-duration,Low-intensity,Weak,,0.214607517,0.216876329,27.76017011,216.876329,NA,NA,NA,NA,NA,27.76017011,136.0458045,5.028907919,6.6,6.78,12.25,1.57,11.84,paakoso3,0.011351816,0.018121636,0.00216782,0.078682455,LOD–LOQ,LOD–LOQ,<LOD,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.078682455,1,FALSE,POCC,0.011476686,11.47668598,1.469015805,1.469015805,0.018320974,18.320974,2.345084671,2.345084671,0.002191666,2.19166602,0.280533251,0,0.079547962,79.54796201,10.18213914,10.18213914,5.29181125,8.447659586,1.010560272,36.6789508,51.4289819,FALSE,0.111537288,14.27677286,13.99623961,10.28955086,10.49578919,16.42587365,16.7551052,1.964962623,0,71.31961287,72.7491056
547,paakoso 3b,1.031,5.19,1.37,350.124718,1.45,3.066130845,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.0937258,6.360213831,8.37,7.25,13.19,1.81,12.3,paakoso3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
548,paakoso 3c,1.004,3.43,1.43,364.4567779,1.48,0.401480274,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.70322084,3.176406121,3.61,7.25,5.24,0.75,10.47,paakoso3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
549,prabon 1a,1.013,0.07,1.08,274.7602307,1.08,1.3392656,Short-duration,Low-intensity,Weak,,0.186940047,0.189443671,20.45991647,189.443671,NA,NA,NA,NA,NA,20.45991647,71.53958198,3.14954652,5.18,4.92,16.43,1.77,11.16,prabon1,0.005903132,0.003668811,NA,0.069571469,LOD–LOQ,<LOD,NA,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.069571469,1,FALSE,POCC,0.005979873,5.979872716,0.645826253,0.645826253,0.003716506,3.716505543,0.401382599,0,NA,NA,NA,NA,0.070475898,70.4758981,7.611396994,7.611396994,3.15654394,1.961799792,NA,37.20150572,42.31984945,FALSE,0.080172276,8.658605846,8.257223248,7.458778755,7.821349065,4.635649269,0,NA,NA,87.90557198,92.17865093
550,prabon 1b,1.014,0.51,1.18,302.3265001,1.19,1.400307258,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2867178,4.612735586,6.82,5.55,18.64,2.21,10.36,prabon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
551,prabon 1c,1.011,0.45,1.3,330.6292363,1.3,1.137456475,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.60415559,1.412369417,3.63,4.43,14.24,1.85,11.63,prabon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
552,prabon 2a,1.032,7.44,0.93,237.187761,1,3.162995814,Short-duration,Low-intensity,Weak,,0.741908174,0.765374699,71.17984701,765.374699,NA,NA,NA,NA,NA,71.17984701,472.2857194,24.08618624,27.68,7.34,41.91,3.9,11.18,prabon2,0.073798,0.067755207,0.287605098,0.204387464,>=LOQ,>=LOQ,>=LOQ,>=LOQ,TRUE,TRUE,TRUE,TRUE,0.073798,0.067755207,0.287605098,0.204387464,4,TRUE,PPa+PSOM+PCa+POCC,0.076159536,76.159536,7.082836848,7.082836848,0.069923374,69.92337362,6.502873747,6.502873747,0.296808461,296.8084611,27.60318689,27.60318689,0.210927863,210.9278628,19.61629124,19.61629124,9.950621062,9.135835522,38.77949735,27.5587713,85.42472523,FALSE,0.653819234,60.80518873,60.80518873,11.64840863,11.64840863,10.69460334,10.69460334,45.39610429,45.39610429,32.26088374,32.26088374
553,prabon 2b,1.012,10.54,1.12,285.2255307,1.25,1.214642066,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.0498984,4.455154213,6.6,5.79,18.38,2.05,10.45,prabon2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
554,prabon 2c,1.01,15.55,1.1,279.9173968,1.3,1.026232479,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.9792514,4.493371201,5.93,5.63,17.62,1.93,10.7,prabon2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
555,prabon 3a,1.107,14.15,0.91,231.4014989,1.04,10.72961984,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680.0560479,35.54954457,40.71,7.63,46.43,4.21,10,prabon3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
556,prabon 3b,1.022,7.55,0.99,251.9982165,1.07,2.151516604,Short-duration,Low-intensity,Weak,,0.312238171,0.318956027,31.57664667,318.956027,NA,NA,NA,NA,NA,31.57664667,168.4246355,8.084695191,11.08,5.98,25.28,2.5,9.92,prabon3,0.01193817,0.018224968,0.0074812,0.164941568,>=LOQ,LOD–LOQ,LOD–LOQ,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.01193817,NA,NA,0.164941568,2,FALSE,PPa+POCC,0.01220081,12.20080974,1.207880164,1.207880164,0.018625917,18.6259173,1.843965812,1.843965812,0.007645786,7.6457864,0.756932854,0.756932854,0.168570282,168.5702825,16.68845797,16.68845797,3.825232542,5.839650522,2.39712868,52.85063401,64.91264576,FALSE,0.207042796,20.4972368,20.4972368,5.892892667,5.892892667,8.996167779,8.996167779,3.692853144,3.692853144,81.41808641,81.41808641
557,prabon 3c,1.038,4.09,1.06,270.5575726,1.1,3.841114951,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.3668869,14.01034762,18.53,7.09,27.97,2.97,9.13,prabon3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
